timestamp,location_id,AQI,temperature,humidity,traffic_density,noise_level,is_anomaly
2024-01-01 00:00:00,Marathahalli,154.07083354511178,24.356773785015324,45.575048028989364,48.83426325918353,83.17348344417354,0
2024-01-01 00:30:00,Hebbal,132.91435520503745,27.567814386211708,49.350155275459926,60.84053954610215,41.53736412500291,0
2024-01-01 01:00:00,Yelahanka,82.43757922797934,18.804517012319163,80.5235813085642,33.448033207606315,76.82292090880901,0
2024-01-01 01:30:00,Electronic_City,81.28825516115761,18.700872837984026,60.14084245617627,43.16510999410757,71.03074007270041,0
2024-01-01 02:00:00,Marathahalli,94.45880103129252,22.263571696903366,48.45069656222079,56.57863917871874,47.776128262757354,0
2024-01-01 02:30:00,HSR_Layout,186.620400645472,29.724927920198596,64.9230879124033,15.087880974780798,88.56474120555862,0
2024-01-01 03:00:00,Indiranagar,132.1122260569589,32.4865117126002,45.08357174337478,61.518728029749035,66.36951505331771,0
2024-01-01 03:30:00,Marathahalli,160.0858065502804,27.506159959657424,38.71978428820924,19.4098273417963,84.87828864684244,0
2024-01-01 04:00:00,Yelahanka,101.98381397248214,27.046256572899992,36.045317720013436,61.87247517385235,82.25012238138424,0
2024-01-01 04:30:00,Electronic_City,111.15736559978379,24.839262074454922,82.57645226881282,28.67997229797562,53.32190032874364,0
2024-01-01 05:00:00,Hebbal,68.8348367955877,20.74716525128636,71.23054120715582,29.606970758153107,64.47762740927473,0
2024-01-01 05:30:00,Yelahanka,75.69424367325055,20.012019722551987,74.99740741461912,14.436921392182075,58.72525646725694,0
2024-01-01 06:00:00,Yelahanka,174.10348322392184,30.931555940756425,84.0458864089416,63.15397743374497,73.99926636430416,0
2024-01-01 06:30:00,Indiranagar,137.7257947533323,33.767560372041785,81.58143517067197,20.470624143452174,67.34231024988853,0
2024-01-01 07:00:00,Jayanagar,100.62986988257283,25.790814678566644,71.84565993187579,47.802994122220916,78.16694431704826,0
2024-01-01 07:30:00,Electronic_City,337.0294403149554,29.21057619816585,82.91951988898292,48.63805595521134,35.64637427788915,1
2024-01-01 08:00:00,Whitefield,86.97798584569745,33.545780064976,51.84249984676883,26.869090204878752,72.82862937780072,0
2024-01-01 08:30:00,Yelahanka,196.40490479003057,19.531931759880457,40.200862589755104,69.13965744740827,52.54858353708102,0
2024-01-01 09:00:00,Jayanagar,101.72264116192547,31.098184703023506,63.6861274183788,89.17795105412134,95.00435114372598,1
2024-01-01 09:30:00,Whitefield,100.59664312268413,28.485887034384778,63.81266475442961,46.4723206594911,79.06827514972697,0
2024-01-01 10:00:00,Electronic_City,96.78678583050578,28.17683204010764,82.61186427078721,38.77263564743134,39.90716661535019,0
